Healthcenter,Healthcenter Latitude,Healthcenter Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
St. Vincent Sleep Disorders Center,39.77752,-86.184286,Starbucks at Richard L. Roudebush VA Medical C...,39.778334,-86.187115,Coffee Shop
St. Vincent Sleep Disorders Center,39.77752,-86.184286,Coffee House @ VA Medical Center,39.779003,-86.186616,Coffee Shop
St. Vincent Sleep Disorders Center,39.77752,-86.184286,IUPUI: The Corner (HRL-Corner),39.773815,-86.184914,Convenience Store
St. Vincent Sleep Disorders Center,39.77752,-86.184286,Gray Line (Campus Shuttle West),39.774011,-86.182036,Bus Line
Community Hospital North,39.900793,-86.04107,Starbucks,39.900448,-86.041983,Coffee Shop
Community Hospital North,39.900793,-86.04107,Redbox,39.90523,-86.041243,Video Store
Community Hospital North,39.900793,-86.04107,Bamboo Cafe,39.9007,-86.042053,American Restaurant
Community Hospital North,39.900793,-86.04107,Bamboo Too,39.900781,-86.042292,Deli / Bodega
Community Hospital North,39.900793,-86.04107,heartland cafe,39.901928,-86.044456,Café
Community Hospital North,39.900793,-86.04107,Hilton Indianapolis Break Room,39.903409,-86.042984,Hotel
Community Hospital North,39.900793,-86.04107,Lawrence North Baseball Fields,39.896964,-86.040604,Baseball Field
Mc Giveney Health Care Center,39.900793,-86.04107,Starbucks,39.900448,-86.041983,Coffee Shop
Mc Giveney Health Care Center,39.900793,-86.04107,Redbox,39.90523,-86.041243,Video Store
Mc Giveney Health Care Center,39.900793,-86.04107,Bamboo Cafe,39.9007,-86.042053,American Restaurant
Mc Giveney Health Care Center,39.900793,-86.04107,Bamboo Too,39.900781,-86.042292,Deli / Bodega
Mc Giveney Health Care Center,39.900793,-86.04107,heartland cafe,39.901928,-86.044456,Café
Mc Giveney Health Care Center,39.900793,-86.04107,Hilton Indianapolis Break Room,39.903409,-86.042984,Hotel
Mc Giveney Health Care Center,39.900793,-86.04107,Lawrence North Baseball Fields,39.896964,-86.040604,Baseball Field
"Hasnaa E. Jalou, MD - IU Health Sleep Disorder...",39.900793,-86.04107,Starbucks,39.900448,-86.041983,Coffee Shop
"Hasnaa E. Jalou, MD - IU Health Sleep Disorder...",39.900793,-86.04107,Redbox,39.90523,-86.041243,Video Store
"Hasnaa E. Jalou, MD - IU Health Sleep Disorder...",39.900793,-86.04107,Bamboo Cafe,39.9007,-86.042053,American Restaurant
"Hasnaa E. Jalou, MD - IU Health Sleep Disorder...",39.900793,-86.04107,Bamboo Too,39.900781,-86.042292,Deli / Bodega
"Hasnaa E. Jalou, MD - IU Health Sleep Disorder...",39.900793,-86.04107,heartland cafe,39.901928,-86.044456,Café
"Hasnaa E. Jalou, MD - IU Health Sleep Disorder...",39.900793,-86.04107,Hilton Indianapolis Break Room,39.903409,-86.042984,Hotel
"Hasnaa E. Jalou, MD - IU Health Sleep Disorder...",39.900793,-86.04107,Lawrence North Baseball Fields,39.896964,-86.040604,Baseball Field
St Vincent Hospital & Health,39.965947,-86.14504,Payless Liquors,39.96878,-86.14578,Liquor Store
St Vincent Hospital & Health,39.965947,-86.14504,Carmel Total Fitness,39.965487,-86.148128,Gym
St Vincent Hospital & Health,39.965947,-86.14504,Pure Barre Carmel,39.96882,-86.145883,Gym / Fitness Center
St Vincent Hospital & Health,39.965947,-86.14504,First Financial Bank,39.965011,-86.143816,Bank
St Vincent Hospital & Health,39.965947,-86.14504,CrossFit Carmel,39.966544,-86.14487,Gym
St Vincent Hospital & Health,39.965947,-86.14504,"Carmel Family Optometry, Dr Elizabeth C Eastes",39.968719,-86.14536,Optical Shop
St Vincent Hospital & Health,39.965947,-86.14504,Sola Salon Studios,39.968836,-86.145866,Health & Beauty Service
St Vincent Hospital & Health,39.965947,-86.14504,Flight Burger,39.96551,-86.14001,Burger Joint
St Vincent Hospital & Health,39.965947,-86.14504,Indiana Ballet Conservatory,39.968959,-86.149184,Dance Studio
Sandra Eskenazi Center for Brain Care Innovation,39.965947,-86.14504,Payless Liquors,39.96878,-86.14578,Liquor Store
Sandra Eskenazi Center for Brain Care Innovation,39.965947,-86.14504,Carmel Total Fitness,39.965487,-86.148128,Gym
Sandra Eskenazi Center for Brain Care Innovation,39.965947,-86.14504,Pure Barre Carmel,39.96882,-86.145883,Gym / Fitness Center
Sandra Eskenazi Center for Brain Care Innovation,39.965947,-86.14504,First Financial Bank,39.965011,-86.143816,Bank
Sandra Eskenazi Center for Brain Care Innovation,39.965947,-86.14504,CrossFit Carmel,39.966544,-86.14487,Gym
Sandra Eskenazi Center for Brain Care Innovation,39.965947,-86.14504,"Carmel Family Optometry, Dr Elizabeth C Eastes",39.968719,-86.14536,Optical Shop
Sandra Eskenazi Center for Brain Care Innovation,39.965947,-86.14504,Sola Salon Studios,39.968836,-86.145866,Health & Beauty Service
Sandra Eskenazi Center for Brain Care Innovation,39.965947,-86.14504,Flight Burger,39.96551,-86.14001,Burger Joint
Sandra Eskenazi Center for Brain Care Innovation,39.965947,-86.14504,Indiana Ballet Conservatory,39.968959,-86.149184,Dance Studio
Pediatric Sleep Center - North,39.965947,-86.14504,Payless Liquors,39.96878,-86.14578,Liquor Store
Pediatric Sleep Center - North,39.965947,-86.14504,Carmel Total Fitness,39.965487,-86.148128,Gym
Pediatric Sleep Center - North,39.965947,-86.14504,Pure Barre Carmel,39.96882,-86.145883,Gym / Fitness Center
Pediatric Sleep Center - North,39.965947,-86.14504,First Financial Bank,39.965011,-86.143816,Bank
Pediatric Sleep Center - North,39.965947,-86.14504,CrossFit Carmel,39.966544,-86.14487,Gym
Pediatric Sleep Center - North,39.965947,-86.14504,"Carmel Family Optometry, Dr Elizabeth C Eastes",39.968719,-86.14536,Optical Shop
Pediatric Sleep Center - North,39.965947,-86.14504,Sola Salon Studios,39.968836,-86.145866,Health & Beauty Service
Pediatric Sleep Center - North,39.965947,-86.14504,Flight Burger,39.96551,-86.14001,Burger Joint
Pediatric Sleep Center - North,39.965947,-86.14504,Indiana Ballet Conservatory,39.968959,-86.149184,Dance Studio
Indiana University Health,39.931513,-86.153915,Drury Plaza Hotel Indianapolis Carmel,39.928094,-86.155959,Hotel
Indiana University Health,39.931513,-86.153915,Firebirds Wood Fired Grill,39.927718,-86.156906,American Restaurant
Indiana University Health,39.931513,-86.153915,Ross Dress for Less,39.93054,-86.14842,Clothing Store
Indiana University Health,39.931513,-86.153915,Comfort Inn,39.934841,-86.156865,Hotel
Indiana University Health,39.931513,-86.153915,I-465 & US-31,39.930267,-86.157885,Intersection
Indiana University Health,39.931513,-86.153915,I-465 Exit 31 & Meridian St,39.93027,-86.157913,Intersection
Indiana University Health,39.931513,-86.153915,Jameson Inn,39.934678,-86.156557,Hotel
Indiana University Health,39.931513,-86.153915,The 300,39.928776,-86.158409,Moving Target
Womans Childrens Care Center,39.931513,-86.153915,Drury Plaza Hotel Indianapolis Carmel,39.928094,-86.155959,Hotel
Womans Childrens Care Center,39.931513,-86.153915,Firebirds Wood Fired Grill,39.927718,-86.156906,American Restaurant
Womans Childrens Care Center,39.931513,-86.153915,Ross Dress for Less,39.93054,-86.14842,Clothing Store
Womans Childrens Care Center,39.931513,-86.153915,Comfort Inn,39.934841,-86.156865,Hotel
Womans Childrens Care Center,39.931513,-86.153915,I-465 & US-31,39.930267,-86.157885,Intersection
Womans Childrens Care Center,39.931513,-86.153915,I-465 Exit 31 & Meridian St,39.93027,-86.157913,Intersection
Womans Childrens Care Center,39.931513,-86.153915,Jameson Inn,39.934678,-86.156557,Hotel
Womans Childrens Care Center,39.931513,-86.153915,The 300,39.928776,-86.158409,Moving Target
"Yuzhu Tang, MD - IU Health Physicians Sleep Me...",39.931513,-86.153915,Drury Plaza Hotel Indianapolis Carmel,39.928094,-86.155959,Hotel
"Yuzhu Tang, MD - IU Health Physicians Sleep Me...",39.931513,-86.153915,Firebirds Wood Fired Grill,39.927718,-86.156906,American Restaurant
"Yuzhu Tang, MD - IU Health Physicians Sleep Me...",39.931513,-86.153915,Ross Dress for Less,39.93054,-86.14842,Clothing Store
"Yuzhu Tang, MD - IU Health Physicians Sleep Me...",39.931513,-86.153915,Comfort Inn,39.934841,-86.156865,Hotel
"Yuzhu Tang, MD - IU Health Physicians Sleep Me...",39.931513,-86.153915,I-465 & US-31,39.930267,-86.157885,Intersection
"Yuzhu Tang, MD - IU Health Physicians Sleep Me...",39.931513,-86.153915,I-465 Exit 31 & Meridian St,39.93027,-86.157913,Intersection
"Yuzhu Tang, MD - IU Health Physicians Sleep Me...",39.931513,-86.153915,Jameson Inn,39.934678,-86.156557,Hotel
"Yuzhu Tang, MD - IU Health Physicians Sleep Me...",39.931513,-86.153915,The 300,39.928776,-86.158409,Moving Target
Kindred Hospital Indianapolis North,39.901768,-86.060504,Pho Tasty,39.905732,-86.063219,Vietnamese Restaurant
Kindred Hospital Indianapolis North,39.901768,-86.060504,Taco Bell,39.904822,-86.058819,Fast Food Restaurant
Kindred Hospital Indianapolis North,39.901768,-86.060504,Olive Garden,39.905776,-86.061287,Italian Restaurant
Kindred Hospital Indianapolis North,39.901768,-86.060504,Popeyes Louisiana Kitchen,39.904816,-86.0608,Fried Chicken Joint
Kindred Hospital Indianapolis North,39.901768,-86.060504,IHOP,39.904808,-86.06086,Breakfast Spot
Kindred Hospital Indianapolis North,39.901768,-86.060504,Arby's,39.904868,-86.056541,Fast Food Restaurant
Kindred Hospital Indianapolis North,39.901768,-86.060504,Applebee's Grill + Bar,39.905835,-86.062098,American Restaurant
Kindred Hospital Indianapolis North,39.901768,-86.060504,FedEx Office Print & Ship Center,39.904847,-86.061582,Shipping Store
Kindred Hospital Indianapolis North,39.901768,-86.060504,Wendy’s,39.904872,-86.058301,Fast Food Restaurant
Kindred Hospital Indianapolis North,39.901768,-86.060504,Formosa Seafood Buffet,39.905876,-86.059825,Seafood Restaurant
Kindred Hospital Indianapolis North,39.901768,-86.060504,Bob Block Fitness Equipment,39.904012,-86.057168,Gym
Kindred Hospital Indianapolis North,39.901768,-86.060504,BrightView Landscape,39.903586,-86.056547,Construction & Landscaping
Sugar Creek Convalescent Center,39.901768,-86.060504,Pho Tasty,39.905732,-86.063219,Vietnamese Restaurant
Sugar Creek Convalescent Center,39.901768,-86.060504,Taco Bell,39.904822,-86.058819,Fast Food Restaurant
Sugar Creek Convalescent Center,39.901768,-86.060504,Olive Garden,39.905776,-86.061287,Italian Restaurant
Sugar Creek Convalescent Center,39.901768,-86.060504,Popeyes Louisiana Kitchen,39.904816,-86.0608,Fried Chicken Joint
Sugar Creek Convalescent Center,39.901768,-86.060504,IHOP,39.904808,-86.06086,Breakfast Spot
Sugar Creek Convalescent Center,39.901768,-86.060504,Arby's,39.904868,-86.056541,Fast Food Restaurant
Sugar Creek Convalescent Center,39.901768,-86.060504,Applebee's Grill + Bar,39.905835,-86.062098,American Restaurant
Sugar Creek Convalescent Center,39.901768,-86.060504,FedEx Office Print & Ship Center,39.904847,-86.061582,Shipping Store
Sugar Creek Convalescent Center,39.901768,-86.060504,Wendy’s,39.904872,-86.058301,Fast Food Restaurant
Sugar Creek Convalescent Center,39.901768,-86.060504,Formosa Seafood Buffet,39.905876,-86.059825,Seafood Restaurant
Sugar Creek Convalescent Center,39.901768,-86.060504,Bob Block Fitness Equipment,39.904012,-86.057168,Gym
Sugar Creek Convalescent Center,39.901768,-86.060504,BrightView Landscape,39.903586,-86.056547,Construction & Landscaping
IU Health Sleep Disorders Center - IU Health W...,39.901768,-86.060504,Pho Tasty,39.905732,-86.063219,Vietnamese Restaurant
IU Health Sleep Disorders Center - IU Health W...,39.901768,-86.060504,Taco Bell,39.904822,-86.058819,Fast Food Restaurant
IU Health Sleep Disorders Center - IU Health W...,39.901768,-86.060504,Olive Garden,39.905776,-86.061287,Italian Restaurant
IU Health Sleep Disorders Center - IU Health W...,39.901768,-86.060504,Popeyes Louisiana Kitchen,39.904816,-86.0608,Fried Chicken Joint
IU Health Sleep Disorders Center - IU Health W...,39.901768,-86.060504,IHOP,39.904808,-86.06086,Breakfast Spot
IU Health Sleep Disorders Center - IU Health W...,39.901768,-86.060504,Arby's,39.904868,-86.056541,Fast Food Restaurant
IU Health Sleep Disorders Center - IU Health W...,39.901768,-86.060504,Applebee's Grill + Bar,39.905835,-86.062098,American Restaurant
IU Health Sleep Disorders Center - IU Health W...,39.901768,-86.060504,FedEx Office Print & Ship Center,39.904847,-86.061582,Shipping Store
IU Health Sleep Disorders Center - IU Health W...,39.901768,-86.060504,Wendy’s,39.904872,-86.058301,Fast Food Restaurant
IU Health Sleep Disorders Center - IU Health W...,39.901768,-86.060504,Formosa Seafood Buffet,39.905876,-86.059825,Seafood Restaurant
IU Health Sleep Disorders Center - IU Health W...,39.901768,-86.060504,Bob Block Fitness Equipment,39.904012,-86.057168,Gym
IU Health Sleep Disorders Center - IU Health W...,39.901768,-86.060504,BrightView Landscape,39.903586,-86.056547,Construction & Landscaping
Community Hospital East,39.786875,-86.074964,Mr. Garcia's Hot Dog Cart,39.788696,-86.07715,Food Truck
Community Hospital East,39.786875,-86.074964,Java City,39.78774,-86.075214,Café
Community Hospital East,39.786875,-86.074964,Cmc Pharmacy,39.78962,-86.072949,Pharmacy
Pediatric Care Center,39.786875,-86.074964,Mr. Garcia's Hot Dog Cart,39.788696,-86.07715,Food Truck
Pediatric Care Center,39.786875,-86.074964,Java City,39.78774,-86.075214,Café
Pediatric Care Center,39.786875,-86.074964,Cmc Pharmacy,39.78962,-86.072949,Pharmacy
IU Health Physicians Sleep Medicine - IU Healt...,39.786875,-86.074964,Mr. Garcia's Hot Dog Cart,39.788696,-86.07715,Food Truck
IU Health Physicians Sleep Medicine - IU Healt...,39.786875,-86.074964,Java City,39.78774,-86.075214,Café
IU Health Physicians Sleep Medicine - IU Healt...,39.786875,-86.074964,Cmc Pharmacy,39.78962,-86.072949,Pharmacy
Kinderd Care Hospital,39.78144,-86.191406,Park Place at City Centre,39.782916,-86.1911,Hotel
Kinderd Care Hospital,39.78144,-86.191406,Fitness Room - Park Place,39.78299,-86.190849,Gym
Kinderd Care Hospital,39.78144,-86.191406,J Mays House Of Flowers,39.780299,-86.196163,Flower Shop
Kinderd Care Hospital,39.78144,-86.191406,Coffee House @ VA Medical Center,39.779003,-86.186616,Coffee Shop
Hendricks Regional Health Immediate Care Center,39.78144,-86.191406,Park Place at City Centre,39.782916,-86.1911,Hotel
Hendricks Regional Health Immediate Care Center,39.78144,-86.191406,Fitness Room - Park Place,39.78299,-86.190849,Gym
Hendricks Regional Health Immediate Care Center,39.78144,-86.191406,J Mays House Of Flowers,39.780299,-86.196163,Flower Shop
Hendricks Regional Health Immediate Care Center,39.78144,-86.191406,Coffee House @ VA Medical Center,39.779003,-86.186616,Coffee Shop
Peyton Manning Children's Hospital Pediatric S...,39.78144,-86.191406,Park Place at City Centre,39.782916,-86.1911,Hotel
Peyton Manning Children's Hospital Pediatric S...,39.78144,-86.191406,Fitness Room - Park Place,39.78299,-86.190849,Gym
Peyton Manning Children's Hospital Pediatric S...,39.78144,-86.191406,J Mays House Of Flowers,39.780299,-86.196163,Flower Shop
Peyton Manning Children's Hospital Pediatric S...,39.78144,-86.191406,Coffee House @ VA Medical Center,39.779003,-86.186616,Coffee Shop
Fresenius Medical Care at St Vincent Hospital ...,39.909869,-86.196409,Subway in the POB,39.908787,-86.194303,Sandwich Place
Fresenius Medical Care at St Vincent Hospital ...,39.909869,-86.196409,St Vincent Hospital Cafeteria,39.909202,-86.195607,Food Court
Fresenius Medical Care at St Vincent Hospital ...,39.909869,-86.196409,St Vincent Hospital Associate Pharmacy,39.908018,-86.194641,Pharmacy
Fresenius Medical Care at St Vincent Hospital ...,39.909869,-86.196409,Fitness Clinic,39.912446,-86.199401,Gym
Fresenius Medical Care at St Vincent Hospital ...,39.909869,-86.196409,Manee Thai Cuisine,39.912858,-86.200719,Thai Restaurant
Patient Fusion Health Care Center,39.909869,-86.196409,Subway in the POB,39.908787,-86.194303,Sandwich Place
Patient Fusion Health Care Center,39.909869,-86.196409,St Vincent Hospital Cafeteria,39.909202,-86.195607,Food Court
Patient Fusion Health Care Center,39.909869,-86.196409,St Vincent Hospital Associate Pharmacy,39.908018,-86.194641,Pharmacy
Patient Fusion Health Care Center,39.909869,-86.196409,Fitness Clinic,39.912446,-86.199401,Gym
Patient Fusion Health Care Center,39.909869,-86.196409,Manee Thai Cuisine,39.912858,-86.200719,Thai Restaurant
"Karl L. Yang, MD - IU Health Physicians Pulmon...",39.909869,-86.196409,Subway in the POB,39.908787,-86.194303,Sandwich Place
"Karl L. Yang, MD - IU Health Physicians Pulmon...",39.909869,-86.196409,St Vincent Hospital Cafeteria,39.909202,-86.195607,Food Court
"Karl L. Yang, MD - IU Health Physicians Pulmon...",39.909869,-86.196409,St Vincent Hospital Associate Pharmacy,39.908018,-86.194641,Pharmacy
"Karl L. Yang, MD - IU Health Physicians Pulmon...",39.909869,-86.196409,Fitness Clinic,39.912446,-86.199401,Gym
"Karl L. Yang, MD - IU Health Physicians Pulmon...",39.909869,-86.196409,Manee Thai Cuisine,39.912858,-86.200719,Thai Restaurant
IU Health University Hospital Ambulance Bay,39.776344,-86.176869,Caribou Coffee,39.7739,-86.176307,Coffee Shop
IU Health University Hospital Ambulance Bay,39.776344,-86.176869,Chick-fil-A,39.773947,-86.176342,Fast Food Restaurant
IU Health University Hospital Ambulance Bay,39.776344,-86.176869,Bento Asian Bistro,39.779592,-86.173012,Asian Restaurant
IU Health University Hospital Ambulance Bay,39.776344,-86.176869,Starbucks,39.77396,-86.176053,Coffee Shop
IU Health University Hospital Ambulance Bay,39.776344,-86.176869,IUPUI: VanNuys Medical Science Building (MS),39.776919,-86.177669,Medical School
IU Health University Hospital Ambulance Bay,39.776344,-86.176869,SUBWAY,39.779645,-86.177498,Sandwich Place
IU Health University Hospital Ambulance Bay,39.776344,-86.176869,Barnes & Noble @ IUPUI,39.774033,-86.176108,College Bookstore
IU Health University Hospital Ambulance Bay,39.776344,-86.176869,Delhi Palace,39.779698,-86.17301,Indian Restaurant
IU Health University Hospital Ambulance Bay,39.776344,-86.176869,Bistro @ University Place,39.775276,-86.174789,Restaurant
IU Health University Hospital Ambulance Bay,39.776344,-86.176869,Spotz Grille,39.773542,-86.176221,American Restaurant
Surgical Care Center,39.776344,-86.176869,Caribou Coffee,39.7739,-86.176307,Coffee Shop
Surgical Care Center,39.776344,-86.176869,Chick-fil-A,39.773947,-86.176342,Fast Food Restaurant
Surgical Care Center,39.776344,-86.176869,Bento Asian Bistro,39.779592,-86.173012,Asian Restaurant
Surgical Care Center,39.776344,-86.176869,Starbucks,39.77396,-86.176053,Coffee Shop
Surgical Care Center,39.776344,-86.176869,IUPUI: VanNuys Medical Science Building (MS),39.776919,-86.177669,Medical School
Surgical Care Center,39.776344,-86.176869,SUBWAY,39.779645,-86.177498,Sandwich Place
Surgical Care Center,39.776344,-86.176869,Barnes & Noble @ IUPUI,39.774033,-86.176108,College Bookstore
Surgical Care Center,39.776344,-86.176869,Delhi Palace,39.779698,-86.17301,Indian Restaurant
Surgical Care Center,39.776344,-86.176869,Bistro @ University Place,39.775276,-86.174789,Restaurant
Surgical Care Center,39.776344,-86.176869,Spotz Grille,39.773542,-86.176221,American Restaurant
IU Health Sleep Apnea Education Center - IU He...,39.776344,-86.176869,Caribou Coffee,39.7739,-86.176307,Coffee Shop
IU Health Sleep Apnea Education Center - IU He...,39.776344,-86.176869,Chick-fil-A,39.773947,-86.176342,Fast Food Restaurant
IU Health Sleep Apnea Education Center - IU He...,39.776344,-86.176869,Bento Asian Bistro,39.779592,-86.173012,Asian Restaurant
IU Health Sleep Apnea Education Center - IU He...,39.776344,-86.176869,Starbucks,39.77396,-86.176053,Coffee Shop
IU Health Sleep Apnea Education Center - IU He...,39.776344,-86.176869,IUPUI: VanNuys Medical Science Building (MS),39.776919,-86.177669,Medical School
IU Health Sleep Apnea Education Center - IU He...,39.776344,-86.176869,SUBWAY,39.779645,-86.177498,Sandwich Place
IU Health Sleep Apnea Education Center - IU He...,39.776344,-86.176869,Barnes & Noble @ IUPUI,39.774033,-86.176108,College Bookstore
IU Health Sleep Apnea Education Center - IU He...,39.776344,-86.176869,Delhi Palace,39.779698,-86.17301,Indian Restaurant
IU Health Sleep Apnea Education Center - IU He...,39.776344,-86.176869,Bistro @ University Place,39.775276,-86.174789,Restaurant
IU Health Sleep Apnea Education Center - IU He...,39.776344,-86.176869,Spotz Grille,39.773542,-86.176221,American Restaurant
IU Health North Hospital,39.959605,-86.159408,Sunrise Cafe,39.95955,-86.156713,Café
IU Health North Hospital,39.959605,-86.159408,Atrio (IU Health North),39.95993,-86.159802,Food Court
IU Health North Hospital,39.959605,-86.159408,Starbucks,39.958702,-86.159371,Coffee Shop
IU Health North Hospital,39.959605,-86.159408,Residence Inn Indianapolis Carmel,39.961769,-86.156427,Hotel
IU Health North Hospital,39.959605,-86.159408,SpringHill Suites Indianapolis Carmel,39.960907,-86.156345,Hotel
IU Health North Hospital,39.959605,-86.159408,Subway,39.959222,-86.154627,Sandwich Place
IU Health North Hospital,39.959605,-86.159408,Ology Spa,39.961326,-86.162253,Spa
Surgical Care Center,39.959605,-86.159408,Sunrise Cafe,39.95955,-86.156713,Café
Surgical Care Center,39.959605,-86.159408,Atrio (IU Health North),39.95993,-86.159802,Food Court
Surgical Care Center,39.959605,-86.159408,Starbucks,39.958702,-86.159371,Coffee Shop
Surgical Care Center,39.959605,-86.159408,Residence Inn Indianapolis Carmel,39.961769,-86.156427,Hotel
Surgical Care Center,39.959605,-86.159408,SpringHill Suites Indianapolis Carmel,39.960907,-86.156345,Hotel
Surgical Care Center,39.959605,-86.159408,Subway,39.959222,-86.154627,Sandwich Place
Surgical Care Center,39.959605,-86.159408,Ology Spa,39.961326,-86.162253,Spa
Peyton Manning Children's Hospital at Ascensio...,39.959605,-86.159408,Sunrise Cafe,39.95955,-86.156713,Café
Peyton Manning Children's Hospital at Ascensio...,39.959605,-86.159408,Atrio (IU Health North),39.95993,-86.159802,Food Court
Peyton Manning Children's Hospital at Ascensio...,39.959605,-86.159408,Starbucks,39.958702,-86.159371,Coffee Shop
Peyton Manning Children's Hospital at Ascensio...,39.959605,-86.159408,Residence Inn Indianapolis Carmel,39.961769,-86.156427,Hotel
Peyton Manning Children's Hospital at Ascensio...,39.959605,-86.159408,SpringHill Suites Indianapolis Carmel,39.960907,-86.156345,Hotel
Peyton Manning Children's Hospital at Ascensio...,39.959605,-86.159408,Subway,39.959222,-86.154627,Sandwich Place
Peyton Manning Children's Hospital at Ascensio...,39.959605,-86.159408,Ology Spa,39.961326,-86.162253,Spa
Indiana University Medical Hospital,39.877669,-86.121031,Sahm's Place,39.875559,-86.121108,Bar
Indiana University Medical Hospital,39.877669,-86.121031,City Nails,39.875057,-86.119972,Cosmetics Shop
Indiana University Medical Hospital,39.877669,-86.121031,CVS pharmacy,39.876786,-86.121519,Pharmacy
Indiana University Medical Hospital,39.877669,-86.121031,Kroger,39.875182,-86.118985,Supermarket
Indiana University Medical Hospital,39.877669,-86.121031,Little Caesars Pizza,39.875057,-86.119972,Pizza Place
Indiana University Medical Hospital,39.877669,-86.121031,Kroger Fuel Center,39.87494,-86.121667,Gas Station
Indiana University Medical Hospital,39.877669,-86.121031,The Honey Baked Ham Company,39.875057,-86.119972,Deli / Bodega
Indiana University Medical Hospital,39.877669,-86.121031,Hero's Emporium,39.87503,-86.119501,Toy / Game Store
Indiana University Medical Hospital,39.877669,-86.121031,21st Amendment Liquor,39.874772,-86.122043,Liquor Store
Indiana University Medical Hospital,39.877669,-86.121031,Texas Margaritas Mexican Restaurant,39.874606,-86.121348,Mexican Restaurant
St.Vincent Immediate Care Center - Fishers,39.877669,-86.121031,Sahm's Place,39.875559,-86.121108,Bar
St.Vincent Immediate Care Center - Fishers,39.877669,-86.121031,City Nails,39.875057,-86.119972,Cosmetics Shop
St.Vincent Immediate Care Center - Fishers,39.877669,-86.121031,CVS pharmacy,39.876786,-86.121519,Pharmacy
St.Vincent Immediate Care Center - Fishers,39.877669,-86.121031,Kroger,39.875182,-86.118985,Supermarket
St.Vincent Immediate Care Center - Fishers,39.877669,-86.121031,Little Caesars Pizza,39.875057,-86.119972,Pizza Place
St.Vincent Immediate Care Center - Fishers,39.877669,-86.121031,Kroger Fuel Center,39.87494,-86.121667,Gas Station
St.Vincent Immediate Care Center - Fishers,39.877669,-86.121031,The Honey Baked Ham Company,39.875057,-86.119972,Deli / Bodega
St.Vincent Immediate Care Center - Fishers,39.877669,-86.121031,Hero's Emporium,39.87503,-86.119501,Toy / Game Store
St.Vincent Immediate Care Center - Fishers,39.877669,-86.121031,21st Amendment Liquor,39.874772,-86.122043,Liquor Store
St.Vincent Immediate Care Center - Fishers,39.877669,-86.121031,Texas Margaritas Mexican Restaurant,39.874606,-86.121348,Mexican Restaurant
Community Sleep Specialists,39.877669,-86.121031,Sahm's Place,39.875559,-86.121108,Bar
Community Sleep Specialists,39.877669,-86.121031,City Nails,39.875057,-86.119972,Cosmetics Shop
Community Sleep Specialists,39.877669,-86.121031,CVS pharmacy,39.876786,-86.121519,Pharmacy
Community Sleep Specialists,39.877669,-86.121031,Kroger,39.875182,-86.118985,Supermarket
Community Sleep Specialists,39.877669,-86.121031,Little Caesars Pizza,39.875057,-86.119972,Pizza Place
Community Sleep Specialists,39.877669,-86.121031,Kroger Fuel Center,39.87494,-86.121667,Gas Station
Community Sleep Specialists,39.877669,-86.121031,The Honey Baked Ham Company,39.875057,-86.119972,Deli / Bodega
Community Sleep Specialists,39.877669,-86.121031,Hero's Emporium,39.87503,-86.119501,Toy / Game Store
Community Sleep Specialists,39.877669,-86.121031,21st Amendment Liquor,39.874772,-86.122043,Liquor Store
Community Sleep Specialists,39.877669,-86.121031,Texas Margaritas Mexican Restaurant,39.874606,-86.121348,Mexican Restaurant
Riverview Health Westfield Hospital,40.043512,-86.134076,Wolfies Grill,40.042583,-86.129393,Restaurant
Riverview Health Westfield Hospital,40.043512,-86.134076,Rail Epicurean Market,40.04046,-86.130075,Market
Riverview Health Westfield Hospital,40.043512,-86.134076,Culver's,40.043203,-86.139622,Fast Food Restaurant
Riverview Health Westfield Hospital,40.043512,-86.134076,Chiba,40.040889,-86.130725,Sushi Restaurant
Riverview Health Westfield Hospital,40.043512,-86.134076,Italian House On Park,40.040562,-86.130402,Italian Restaurant
Riverview Health Westfield Hospital,40.043512,-86.134076,Speedway,40.042562,-86.130082,Gas Station
Riverview Health Westfield Hospital,40.043512,-86.134076,Rivet Coffee,40.041463,-86.132303,Coffee Shop
Riverview Health Westfield Hospital,40.043512,-86.134076,Penn & Beech Candle Co.,40.040977,-86.136688,Furniture / Home Store
Riverview Health Westfield Hospital,40.043512,-86.134076,Godby Home Furnishings,40.046201,-86.13733,Furniture / Home Store
Riverview Health Westfield Hospital,40.043512,-86.134076,Cone + Crumb,40.04046,-86.130075,Ice Cream Shop
Riverview Health Westfield Hospital,40.043512,-86.134076,Midland Trail,40.040252,-86.138031,Trail
Pediatric & Adolescent Care,40.043512,-86.134076,Wolfies Grill,40.042583,-86.129393,Restaurant
Pediatric & Adolescent Care,40.043512,-86.134076,Rail Epicurean Market,40.04046,-86.130075,Market
Pediatric & Adolescent Care,40.043512,-86.134076,Culver's,40.043203,-86.139622,Fast Food Restaurant
Pediatric & Adolescent Care,40.043512,-86.134076,Chiba,40.040889,-86.130725,Sushi Restaurant
Pediatric & Adolescent Care,40.043512,-86.134076,Italian House On Park,40.040562,-86.130402,Italian Restaurant
Pediatric & Adolescent Care,40.043512,-86.134076,Speedway,40.042562,-86.130082,Gas Station
Pediatric & Adolescent Care,40.043512,-86.134076,Rivet Coffee,40.041463,-86.132303,Coffee Shop
